Sequence,Domain,Family,Species
Lactococcus phage CB13,ViralFamilies,Siphoviridae,Lactococcus phage 936
Lactococcus lactis phage p2,ViralFamilies,Siphoviridae,Lactococcus phage 936
Lactococcus phage CaseusJM1,ViralFamilies,Siphoviridae,Lactococcus phage 936
Lactococcus phage P008,ViralFamilies,Siphoviridae,Lactococcus phage 936
Lactococcus phage jm2,ViralFamilies,Siphoviridae,Lactococcus phage jm2
Lactococcus phage jm3,ViralFamilies,Siphoviridae,Lactococcus phage jm3
Lactococcus phage P680,ViralFamilies,Siphoviridae,Lactococcus phage P680
Lactococcus phage ul36.t1,ViralFamilies,Siphoviridae,Lactococcus phage ul36
Lactococcus phage ul36.t1k1,ViralFamilies,Siphoviridae,Lactococcus phage ul36
Lactococcus raffinolactis 4877 draft (127 frags),BacteriaFamilies,Streptococcaceae,Lactococcus raffinolactis
Atopobium parvulum DSM 20469 chromosome,BacteriaFamilies,Coriobacteriaceae,Lancefieldella parvula
Lactobacillus sakei subsp. sakei JCM 1157 draft (37 frags),BacteriaFamilies,Lactobacillaceae,Latilactobacillus sakei
Lactobacillus buchneri ATCC 11577 draft (165 frags),BacteriaFamilies,Lactobacillaceae,Lentilactobacillus buchneri
Lactobacillus buchneri ATCC 11577 draft (165 frags),BacteriaFamilies,Lactobacillaceae,Lentilactobacillus buchneri
Lactobacillus hilgardii ATCC 8290 draft (233 frags),BacteriaFamilies,Lactobacillaceae,Lentilactobacillus hilgardii
Lactobacillus hilgardii ATCC 8290 draft (233 frags),BacteriaFamilies,Lactobacillaceae,Lentilactobacillus hilgardii
Leuconostoc citreum KM20 plasmid pLCK1 ,BacteriaFamilies,Leuconostocaceae,Leuconostoc citreum
Leuconostoc kimchii IMSNU 11154 plasmid LkipL4704 ,BacteriaFamilies,Leuconostocaceae,Leuconostoc kimchii
Leuconostoc mesenteroides mesenteroides FR52 plasmid pFR18 ,BacteriaFamilies,Leuconostocaceae,Leuconostoc mesenteroides
Lactobacillus brevis ATCC 367 plasmid 2 ,BacteriaFamilies,Lactobacillaceae,Levilactobacillus brevis
Lactobacillus brevis plasmid pRH45II ,BacteriaFamilies,Lactobacillaceae,Levilactobacillus brevis
Lactobacillus brevis plasmid pLB925A03 ,BacteriaFamilies,Lactobacillaceae,Levilactobacillus brevis
Clostridiales bacterium 9403326 draft (9 frags),Bacteria_noFamily,unclassified Clostridiales_unknownfamily,Levyella massiliensis
Lactobacillus animalis KCTC 3501 draft (32 frags),BacteriaFamilies,Lactobacillaceae,Ligilactobacillus animalis
Lactobacillus animalis KCTC 3501 draft (32 frags),BacteriaFamilies,Lactobacillaceae,Ligilactobacillus animalis
Lactobacillus equi DPC 6820 draft (203 frags),BacteriaFamilies,Lactobacillaceae,Ligilactobacillus equi
Lactobacillus salivarius UCC118 plasmid pSF118-20 ,BacteriaFamilies,Lactobacillaceae,Ligilactobacillus salivarius
Lactobacillus salivarius GJ-24 draft (11 frags),BacteriaFamilies,Lactobacillaceae,Ligilactobacillus salivarius
Lactobacillus fermentum MTCC 8711 plasmid pLF07 ,BacteriaFamilies,Lactobacillaceae,Limosilactobacillus fermentum
Lactobacillus fermentum MTCC 8711 draft (116 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus fermentum
Lactobacillus fermentum NB-22 draft (190 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus fermentum
Lactobacillus gastricus PS3 draft (80 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus gastricus
Lactobacillus gastricus PS3 draft (80 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus gastricus
Lactobacillus oris F0423 draft (20 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus oris
Lactobacillus reuteri MM4-1A draft (7 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri JCM 1112,BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri SD2112 chromosome,BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri I5007,BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri TD1,BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri strain TMW1.112 draft (48 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri strain TMW1.656 draft (24 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus reuteri strain LTH5448 draft (36 frags),BacteriaFamilies,Lactobacillaceae,Limosilactobacillus reuteri
Lactobacillus mali KCTC 3596 = DSM 20444 draft (196 frags),BacteriaFamilies,Lactobacillaceae,Liquorilactobacillus mali
Lactobacillus vini JP7.8.9 draft (837 frags),BacteriaFamilies,Lactobacillaceae,Liquorilactobacillus vini
Lonsdalea quercina subsp. quercina strain ATCC 29281 draft (37 frags),BacteriaFamilies,Enterobacteriaceae,Lonsdalea quercina
Mangrovibacter sp. MFB070 draft (57 frags),BacteriaFamilies,Enterobacteriaceae,Mangrovibacter sp. MFB070
Mannheimia haemolytica serotype A2 str. BOVINE draft (84 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica serotype A2 str. OVINE draft (144 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica USDA-ARS-SAM-185,BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica D38 draft (97 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica serotype A2 str. BOVINE draft (84 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica serotype A2 str. OVINE draft (144 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Mannheimia haemolytica serotype A1/A6 str. PKL10 draft (11 frags),BacteriaFamilies,Pasteurellaceae,Mannheimia haemolytica
Bryantella formatexigens DSM 14469 Marvinbryantia formatexigens DSM 14469 draft (58 frags),BacteriaFamilies,Lachnospiraceae,Marvinbryantia formatexigens
Megasphaera genomosp. type_1 str. 28L draft (34 frags),BacteriaFamilies,Veillonellaceae,Megasphaera genomosp. type_1
Megasphaera genomosp. type_1 str. 28L draft (34 frags),BacteriaFamilies,Veillonellaceae,Megasphaera genomosp. type_1
Megasphaera sp. BV3C16-1 draft (62 frags),BacteriaFamilies,Veillonellaceae,Megasphaera vaginalis (ex Srinivasan et al. 2021)
Mycoplasma auris 15026 draft (18 frags),BacteriaFamilies,Mycoplasmataceae,Metamycoplasma auris
Mycoplasma hyosynoviae strain NPL6 draft (53 frags),BacteriaFamilies,Mycoplasmataceae,Metamycoplasma hyosynoviae
Methanobacterium sp. Maddingley MBC34 draft (104 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobacterium sp. Maddingley MBC34
Methanobrevibacter oralis JMR01 draft (60 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter oralis
Methanobrevibacter smithii ATCC 35061 chromosome,ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii DSM 2374 draft (25 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii TS95C draft (37 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii TS96A draft (47 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii TS95B draft (44 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii TS146C draft (102 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii TS145B draft (54 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Methanobrevibacter smithii DSM 2374 draft (25 frags),ArchaeaFamilies,Methanobacteriaceae,Methanobrevibacter smithii
Mobiluncus curtisii ATCC 43063 chromosome,BacteriaFamilies,Actinomycetaceae,Mobiluncus curtisii
Mobiluncus mulieris ATCC 35243 draft (65 frags),BacteriaFamilies,Actinomycetaceae,Mobiluncus mulieris
Mobiluncus mulieris ATCC 35239 draft (66 frags),BacteriaFamilies,Actinomycetaceae,Mobiluncus mulieris
Mobiluncus mulieris ATCC 35239 draft (66 frags),BacteriaFamilies,Actinomycetaceae,Mobiluncus mulieris
Mobiluncus mulieris ATCC 35243 draft (65 frags),BacteriaFamilies,Actinomycetaceae,Mobiluncus mulieris
Morganella morganii strain M203 plasmid R485 ,BacteriaFamilies,Enterobacteriaceae,Morganella morganii
Mycoplasma pulmonis UAB CTIP,BacteriaFamilies,Mycoplasmataceae,Mycoplasmopsis pulmonis
Negativicoccus succinicivorans DORA_17_25 draft (356 frags),BacteriaFamilies,Veillonellaceae,Negativicoccus succinicivorans
Oscillibacter sp. KLE 1728 draft (293 frags),BacteriaFamilies,Oscillospiraceae,Oscillibacter sp. KLE 1728
Oscillibacter sp. KLE 1745 draft (286 frags),BacteriaFamilies,Oscillospiraceae,Oscillibacter sp. KLE 1745
Oscillospiraceae bacterium VE202-24 draft (357 frags),BacteriaFamilies,Oscillospiraceae,Oscillospiraceae bacterium VE202-24
Pantoea sp. A4 draft (72 frags),BacteriaFamilies,Enterobacteriaceae,Pantoea sp. A4
Klebsiella sp. YR343 Pantoea sp. YR343 draft (128 frags),BacteriaFamilies,Enterobacteriaceae,Pantoea sp. YR343
Klebsiella sp. YR343 Pantoea sp. YR343 draft (128 frags),BacteriaFamilies,Enterobacteriaceae,Pantoea sp. YR343
Parabacteroides johnsonii DSM 18315 draft (527 frags),BacteriaFamilies,Porphyromonadaceae,Parabacteroides johnsonii
Parabacteroides johnsonii DSM 18315 draft (527 frags),BacteriaFamilies,Porphyromonadaceae,Parabacteroides johnsonii
Parabacteroides merdae ATCC 43184 draft (118 frags),BacteriaFamilies,Porphyromonadaceae,Parabacteroides merdae
Parabacteroides merdae ATCC 43184 draft (118 frags),BacteriaFamilies,Porphyromonadaceae,Parabacteroides merdae
Bacteroides sp. 20_3 draft (125 frags),BacteriaFamilies,Porphyromonadaceae,Parabacteroides sp. 20_3
Paraprevotella clara YIT 11840 draft (231 frags),BacteriaFamilies,Prevotellaceae,Paraprevotella clara
Paraprevotella clara YIT 11840 draft (231 frags),BacteriaFamilies,Prevotellaceae,Paraprevotella clara
Parasutterella excrementihominis YIT 11859 draft (103 frags),BacteriaFamilies,Sutterellaceae,Parasutterella excrementihominis
Parasutterella excrementihominis YIT 11859 draft (103 frags),BacteriaFamilies,Sutterellaceae,Parasutterella excrementihominis
Pasteurella multocida subsp. multocida str. 3480 chromosome,BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Pasteurella multocida 36950 chromosome,BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Pasteurella multocida subsp. gallicida P1059 draft (39 frags),BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Pasteurella multocida 93002 draft (317 frags),BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Pasteurella multocida subsp. multocida P1062 draft (5 frags),BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Pasteurella multocida strain 2213 draft (33 frags),BacteriaFamilies,Pasteurellaceae,Pasteurella multocida
Lactobacillus suebicus KCTC 3549 draft (143 frags),BacteriaFamilies,Lactobacillaceae,Paucilactobacillus suebicus
Lactobacillus suebicus KCTC 3549 draft (143 frags),BacteriaFamilies,Lactobacillaceae,Paucilactobacillus suebicus
Pectobacterium atrosepticum SCRI1043 chromosome,BacteriaFamilies,Enterobacteriaceae,Pectobacterium atrosepticum
Pectobacterium atrosepticum strain 21A,BacteriaFamilies,Enterobacteriaceae,Pectobacterium atrosepticum
Pectobacterium carotovorum subsp. carotovorum strain NCPPB 3395 draft (118 frags),BacteriaFamilies,Enterobacteriaceae,Pectobacterium carotovorum
Pectobacterium carotovorum subsp. odoriferum strain NCPPB 3839 draft (156 frags),BacteriaFamilies,Enterobacteriaceae,Pectobacterium carotovorum
Pectobacterium wasabiae CFBP 3304 draft (73 frags),BacteriaFamilies,Enterobacteriaceae,Pectobacterium wasabiae
Pectobacterium wasabiae WPP163 chromosome,BacteriaFamilies,Enterobacteriaceae,Pectobacterium wasabiae
Pectobacterium wasabiae strain NCPPB 3701 draft (89 frags),BacteriaFamilies,Enterobacteriaceae,Pectobacterium wasabiae
Pediococcus acidilactici DSM 20284 draft (12 frags),BacteriaFamilies,Lactobacillaceae,Pediococcus acidilactici
Pediococcus acidilactici DSM 20284 draft (12 frags),BacteriaFamilies,Lactobacillaceae,Pediococcus acidilactici
Pediococcus claussenii ATCC BAA-344 plasmid pPECL-1 ,BacteriaFamilies,Lactobacillaceae,Pediococcus claussenii
Pediococcus pentosaceus IE-3 draft (91 frags),BacteriaFamilies,Lactobacillaceae,Pediococcus pentosaceus
Pepino mosaic virus isolate Ch2,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus isolate PepMV-PK,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus TGBp1 TGBp2 and TGBp3 genes genomic RNA strain US2 isolate Mu 04.18US,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus TGBp1 TGBp2 and TGBp3 genes genomic RNA strain US2 isolate Mu 04.12US,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus TGBp1 TGBp2 and TGBp3 genes genomic RNA strain US2 isolate Mu 04.8US,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus isolate PepMV-Pa,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus isolate SAR09,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus isolate VFTX12-19,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus isolate VFBC12-04,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepino mosaic virus,ViralFamilies,Alphaflexiviridae,Pepino mosaic virus
Pepper mild mottle virus mRNA for 126 kDa protein 183kDa protein 28kDa protein 17kDa protein complete cds,ViralFamilies,Virgaviridae,Pepper mild mottle virus
Clostridium hiranonis DSM 13275 draft (101 frags),BacteriaFamilies,Peptostreptococcaceae,Peptacetobacter hiranonis
Clostridium hiranonis DSM 13275 draft (101 frags),BacteriaFamilies,Peptostreptococcaceae,Peptacetobacter hiranonis
Peptoniphilus duerdenii ATCC BAA-1640 draft (61 frags),BacteriaFamilies,Clostridiales Family XI. Incertae Sedis,Peptoniphilus duerdenii
Peptoniphilus duerdenii ATCC BAA-1640 draft (61 frags),BacteriaFamilies,Clostridiales Family XI. Incertae Sedis,Peptoniphilus duerdenii
Peptoniphilus indolicus ATCC 29427 draft (302 frags),BacteriaFamilies,Clostridiales Family XI. Incertae Sedis,Peptoniphilus indolicus
Peptoniphilus sp. oral taxon 386 str. F0131 draft (72 frags),BacteriaFamilies,Clostridiales Family XI. Incertae Sedis,Peptoniphilus sp. oral taxon 386
Peptostreptococcus stomatis DSM 17678 draft (74 frags),BacteriaFamilies,Peptostreptococcaceae,Peptostreptococcus stomatis
Peptostreptococcus stomatis DSM 17678 draft (74 frags),BacteriaFamilies,Peptostreptococcaceae,Peptostreptococcus stomatis
Bacteroides barnesiae DSM 18169 draft (47 frags),BacteriaFamilies,Bacteroidaceae,Phocaeicola barnesiae
Bacteroides dorei CL02T12C06 draft (110 frags),BacteriaFamilies,Bacteroidaceae,Phocaeicola dorei
Bacteroides dorei CL03T12C01 draft (47 frags),BacteriaFamilies,Bacteroidaceae,Phocaeicola dorei
Bacteroides dorei isolate HS1_L_1_B_010,BacteriaFamilies,Bacteroidaceae,Phocaeicola dorei
Bacteroides salanitronis DSM 18170 plasmid pBACSA03 ,BacteriaFamilies,Bacteroidaceae,Phocaeicola salanitronis
Bacteroides sartorii JCM 16497 draft (694 frags),BacteriaFamilies,Bacteroidaceae,Phocaeicola sartorii
Bacteroides vulgatus dnLKV7 draft (36 frags),BacteriaFamilies,Bacteroidaceae,Phocaeicola vulgatus
Photorhabdus asymbiotica subsp. australis DSM 17609 draft (141 frags),BacteriaFamilies,Enterobacteriaceae,Photorhabdus asymbiotica
Enterobacter sp. JC163 draft (236 frags),BacteriaFamilies,Enterobacteriaceae,Phytobacter massiliensis
Porphyromonas uenonis 60-3 draft (250 frags),BacteriaFamilies,Porphyromonadaceae,Porphyromonas uenonis
Porphyromonas uenonis 60-3 draft (250 frags),BacteriaFamilies,Porphyromonadaceae,Porphyromonas uenonis
Candidatus Prevotella conceptionensis 9403948 draft (400 frags),BacteriaFamilies,Prevotellaceae,Prevotella conceptionensis
Prevotella disiens FB035-09AN draft (78 frags),BacteriaFamilies,Prevotellaceae,Prevotella disiens
Prevotella disiens FB035-09AN draft (78 frags),BacteriaFamilies,Prevotellaceae,Prevotella disiens
Prevotella histicola F0411 draft (39 frags),BacteriaFamilies,Prevotellaceae,Prevotella histicola
Prevotella histicola F0411 draft (39 frags),BacteriaFamilies,Prevotellaceae,Prevotella histicola
Prevotella histicola JCM 15637 = DNF00424 strain JCM 15637 draft (55 frags),BacteriaFamilies,Prevotellaceae,Prevotella histicola
Prevotella histicola JCM 15637 = DNF00424 draft (54 frags),BacteriaFamilies,Prevotellaceae,Prevotella histicola
Prevotella melaninogenica ATCC 25845 chromosome II ,BacteriaFamilies,Prevotellaceae,Prevotella melaninogenica
Prevotella multiformis DSM 16608 draft (71 frags),BacteriaFamilies,Prevotellaceae,Prevotella multiformis
Prevotella multiformis DSM 16608 draft (71 frags),BacteriaFamilies,Prevotellaceae,Prevotella multiformis
Prevotella pallens ATCC 700821 draft (168 frags),BacteriaFamilies,Prevotellaceae,Prevotella pallens
Prevotella pallens ATCC 700821 draft (168 frags),BacteriaFamilies,Prevotellaceae,Prevotella pallens
Prevotella scopos JCM 17725 draft (113 frags),BacteriaFamilies,Prevotellaceae,Prevotella scopos
Prevotella scopos JCM 17725 draft (112 frags),BacteriaFamilies,Prevotellaceae,Prevotella scopos
Prevotella sp. C561 draft (195 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. C561
Prevotella sp. C561 draft (195 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. C561
Prevotella sp. FD3004 draft (16 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. FD3004
Prevotella sp. HJM029 draft (181 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. HJM029
Prevotella sp. ICM33 draft (110 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. ICM33
Prevotella sp. oral taxon 306 str. F0472 draft (74 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. oral taxon 306
Prevotella sp. oral taxon 306 str. F0472 draft (74 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. oral taxon 306
Prevotella sp. oral taxon 472 str. F0295 draft (190 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. oral taxon 472
Prevotella sp. oral taxon 472 str. F0295 draft (190 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. oral taxon 472
Prevotella sp. P6B1 draft (18 frags),BacteriaFamilies,Prevotellaceae,Prevotella sp. P6B1
Prevotella veroralis DSM 19559 draft (31 frags),BacteriaFamilies,Prevotellaceae,Prevotella veroralis
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 chromosome,BacteriaFamilies,Propionibacteriaceae,Propionibacterium freudenreichii
Propionibacterium freudenreichii subsp. freudenreichii strain ITG P20 draft (111 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium freudenreichii
Propionibacterium phage P14.4,ViralFamilies,Siphoviridae,Propionibacterium phage P14
Propionibacterium phage P9.1,ViralFamilies,Siphoviridae,Propionibacterium phage P9.1
Propionibacterium phage PHL066M04,ViralFamilies,Siphoviridae,Propionibacterium phage PHL010M04
Propionibacterium phage PHL115M02,ViralFamilies,Siphoviridae,Propionibacterium phage PHL037M02
Propionibacterium phage PHL112N00,ViralFamilies,Siphoviridae,Propionibacterium phage PHL112N00
Propionibacterium sp. 434-HC2 draft (81 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium sp. 434-HC2
Propionibacterium sp. 434-HC2 draft (81 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium sp. 434-HC2
Propionibacterium sp. HGH0353 draft (7 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium sp. HGH0353
Propionibacterium sp. KPL2000 draft (3 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium sp. KPL2000
Propionibacterium sp. KPL2005 draft (8 frags),BacteriaFamilies,Propionibacteriaceae,Propionibacterium sp. KPL2005
Proteus hauseri ZMd44 draft (51 frags),BacteriaFamilies,Enterobacteriaceae,Proteus hauseri
Proteus mirabilis ATCC 29906 draft (115 frags),BacteriaFamilies,Enterobacteriaceae,Proteus mirabilis
Proteus mirabilis HI4320 chromosome,BacteriaFamilies,Enterobacteriaceae,Proteus mirabilis
Proteus mirabilis ATCC 29906 draft (115 frags),BacteriaFamilies,Enterobacteriaceae,Proteus mirabilis
Providencia sneebia DSM 19967 draft (17 frags),BacteriaFamilies,Enterobacteriaceae,Providencia sneebia
Pseudomonas aeruginosa PAb1 draft (658 frags),BacteriaFamilies,Pseudomonadaceae,Pseudomonas aeruginosa
Pseudomonas aeruginosa PA7 chromosome,BacteriaFamilies,Pseudomonadaceae,Pseudomonas aeruginosa
Pseudomonas aeruginosa 2192 draft (82 frags),BacteriaFamilies,Pseudomonadaceae,Pseudomonas aeruginosa
